dataset,multiclass,smoke,n_full,n_used,subsampled,split_type,seed,k,model,accuracy,auroc,f1,n_train,n_test,pos_frac_train,pos_frac_test,target_test_frac
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.7,2,6,RF,0.7003249187703074,0.7631651674162918,0.7018154687888585,15999,4001,0.4999687480467529,0.5001249687578105,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,0,4,LR,0.7305,0.7977160000000002,0.7317073170731707,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,0,4,RF,0.7105,0.777218625,0.7094831911690919,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,0,6,LR,0.761,0.842410125,0.7646479566715904,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,0,6,RF,0.72175,0.790867,0.7201408096555192,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,1,4,LR,0.7195,0.795244625,0.7239173228346457,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,1,4,RF,0.70425,0.768952875,0.707395498392283,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,1,6,LR,0.7485,0.8294306250000001,0.7514822134387352,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,1,6,RF,0.724,0.7902031250000001,0.7256461232604374,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,2,4,LR,0.70375,0.7717885,0.7009841029523088,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,2,4,RF,0.68825,0.745927875,0.6842238541402886,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,2,6,LR,0.74,0.819126,0.738562091503268,16000,4000,0.5,0.5,0.2
human_enhancers_ensembl,False,False,154842,20000,True,homology@0.9,2,6,RF,0.69825,0.76638275,0.6954327529649256,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,original,-1,4,LR,0.6495,0.70293975,0.6477386934673367,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,original,-1,4,RF,0.6645,0.718207,0.6846804511278195,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,original,-1,6,LR,0.677,0.74730325,0.680672268907563,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,original,-1,6,RF,0.654,0.7111905000000001,0.6709462672372801,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,0,4,LR,0.648,0.7041357500000001,0.6460532931121167,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,0,4,RF,0.65125,0.71835925,0.6688820318063138,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,0,6,LR,0.6725,0.74044725,0.6725,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,0,6,RF,0.6505,0.7076445,0.6698157770429853,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,1,4,LR,0.66,0.71329575,0.6594892338507762,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,1,4,RF,0.6645,0.7249768750000001,0.6810836501901141,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,1,6,LR,0.6875,0.76170975,0.6873436718359179,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,1,6,RF,0.662,0.7228435,0.6818823529411765,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,2,4,LR,0.63975,0.69234975,0.6391184573002755,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,2,4,RF,0.65275,0.70778825,0.670149608169081,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,2,6,LR,0.6685,0.741014,0.6709677419354839,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,random,2,6,RF,0.6495,0.7018868749999999,0.6708920187793427,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,0,4,LR,0.6485,0.7045831761457939,0.6483241620810405,16000,4000,0.4999375,0.50025,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,0,4,RF,0.6495,0.7039045509761378,0.6684011352885525,16000,4000,0.4999375,0.50025,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,0,6,LR,0.677,0.743662935915734,0.6798810703666998,16000,4000,0.4999375,0.50025,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,0,6,RF,0.656,0.7125919281479821,0.6748582230623819,16000,4000,0.4999375,0.50025,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,1,4,LR,0.66325,0.7176254851592823,0.6626596543951916,16000,4000,0.4996875,0.50125,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,1,4,RF,0.6565,0.7145255907849424,0.6759433962264151,16000,4000,0.4996875,0.50125,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,1,6,LR,0.69075,0.7584104900655629,0.6915981052106707,16000,4000,0.4996875,0.50125,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,1,6,RF,0.6575,0.7187966174788593,0.6736541210100048,16000,4000,0.4996875,0.50125,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,2,4,LR,0.65575,0.7118962499999999,0.6537591149107367,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,2,4,RF,0.64625,0.7068645,0.6641348207927842,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,2,6,LR,0.6835,0.75158025,0.6849178695868592,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.5,2,6,RF,0.65675,0.71821575,0.6742586002372479,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,0,4,LR,0.6418395401149712,0.700039980009995,0.6398592611208846,15999,4001,0.500031251953247,0.49987503124218946,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,0,4,RF,0.6548362909272681,0.7141009495252374,0.6757454801596618,15999,4001,0.500031251953247,0.49987503124218946,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,0,6,LR,0.6710822294426393,0.7412263868065967,0.6755424063116371,15999,4001,0.500031251953247,0.49987503124218946,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,0,6,RF,0.6423394151462134,0.706645552223888,0.6588796185935638,15999,4001,0.500031251953247,0.49987503124218946,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,1,4,LR,0.6563359160209947,0.7080064967516241,0.6559919939954966,15999,4001,0.500031251953247,0.49987503124218946,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,1,4,RF,0.6400899775056236,0.6953288355822089,0.6579572446555819,15999,4001,0.500031251953247,0.49987503124218946,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,1,6,LR,0.6738315421144714,0.7434215392303848,0.6781750924784217,15999,4001,0.500031251953247,0.49987503124218946,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,1,6,RF,0.6375906023494127,0.6961830334832584,0.656235182550972,15999,4001,0.500031251953247,0.49987503124218946,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,2,4,LR,0.6470882279430142,0.6995914542728636,0.647,15999,4001,0.4999687480467529,0.5001249687578105,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,2,4,RF,0.6430892276930767,0.7014045477261369,0.6638418079096046,15999,4001,0.4999687480467529,0.5001249687578105,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,2,6,LR,0.6745813546613346,0.7422886056971514,0.6753117206982544,15999,4001,0.4999687480467529,0.5001249687578105,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.7,2,6,RF,0.6518370407398151,0.7118645677161419,0.673388042203986,15999,4001,0.4999687480467529,0.5001249687578105,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,0,4,LR,0.65575,0.71304625,0.6561797752808989,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,0,4,RF,0.65975,0.717709875,0.6789337107808445,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,0,6,LR,0.68325,0.7534605000000001,0.6844333748443338,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,0,6,RF,0.64825,0.71209,0.6702601359268807,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,1,4,LR,0.65575,0.714755,0.6585668237044384,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,1,4,RF,0.6545,0.72265875,0.6787540678754068,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,1,6,LR,0.67925,0.749931,0.6829750432419076,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,1,6,RF,0.651,0.71326275,0.6739841195702942,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,2,4,LR,0.64925,0.6982517500000001,0.6454384634824362,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,2,4,RF,0.6405,0.7036235000000001,0.6637043966323667,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,2,6,LR,0.66375,0.73410825,0.6611237087427564,16000,4000,0.5,0.5,0.2
human_ocr_ensembl,False,False,174756,20000,True,homology@0.9,2,6,RF,0.63975,0.703665375,0.6587733838503433,16000,4000,0.5,0.5,0.2
demo_human_or_worm,False,False,100000,20000,True,original,-1,4,LR,0.9278,0.97946304,0.9273203140728811,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,original,-1,4,RF,0.931,0.98195544,0.9314796425024826,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,original,-1,6,LR,0.9374,0.9840331200000001,0.9365240316365848,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,original,-1,6,RF,0.918,0.9738295199999999,0.9188761377127028,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,0,4,LR,0.9348,0.9820955199999999,0.9341414141414142,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,0,4,RF,0.938,0.98461232,0.9382961783439491,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,0,6,LR,0.942,0.9859384,0.9414614452967299,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,0,6,RF,0.9204,0.97574952,0.9216843762298308,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,1,4,LR,0.9382,0.98366992,0.9376387487386478,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,1,4,RF,0.9318,0.98167184,0.9326752221125371,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,1,6,LR,0.9424,0.9877383999999999,0.9417946645109135,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,1,6,RF,0.9178,0.97603688,0.9194591416813639,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,2,4,LR,0.9394,0.98379136,0.9388249545729861,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,2,4,RF,0.9366,0.9850750399999999,0.9371156516564174,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,2,6,LR,0.946,0.98704288,0.945321992709599,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,random,2,6,RF,0.9212,0.97736728,0.9221343873517787,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,0,4,LR,0.935,0.98079824,0.9341171700790594,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,0,4,RF,0.9334,0.98126896,0.933862959285005,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,0,6,LR,0.9388,0.98571856,0.9381568310428456,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,0,6,RF,0.9174,0.9748036800000001,0.9186206896551724,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,1,4,LR,0.9328,0.98161984,0.9326383319967922,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,1,4,RF,0.9326,0.98274336,0.9332805385072263,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,1,6,LR,0.9386,0.98546672,0.9380173632142136,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,1,6,RF,0.9182,0.9754568,0.9194088669950738,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,2,4,LR,0.9384,0.9817027199999999,0.9379782521143778,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,2,4,RF,0.9346,0.9833888,0.9355665024630542,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,2,6,LR,0.9398,0.9845864,0.9390564891678478,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.5,2,6,RF,0.9184,0.9755727200000001,0.9196534068530917,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,0,4,LR,0.9358,0.9817299199999999,0.9350859453993934,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,0,4,RF,0.936,0.9831346400000001,0.9362803663878932,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,0,6,LR,0.9408,0.98552448,0.9399106780349168,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,0,6,RF,0.9212,0.9764106400000001,0.9226844583987441,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,1,4,LR,0.939,0.98258288,0.9382466086252278,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,1,4,RF,0.9346,0.9841254399999999,0.9347435641588505,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,1,6,LR,0.9416,0.9868872000000001,0.9407467532467533,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,1,6,RF,0.9248,0.9779508,0.9256623171213919,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,2,4,LR,0.9358,0.9826633600000001,0.9357871574314863,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,2,4,RF,0.9392,0.98377008,0.939873417721519,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,2,6,LR,0.9418,0.98623456,0.9411050394656952,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.7,2,6,RF,0.9222,0.97605784,0.9239491691104594,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,0,4,LR,0.9356,0.9823159999999999,0.9352112676056338,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,0,4,RF,0.9332,0.9844663199999999,0.9336511720301947,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,0,6,LR,0.9414,0.98664336,0.9409631271408422,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,0,6,RF,0.92,0.97692528,0.9214145383104125,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,1,4,LR,0.9328,0.98214096,0.9325842696629213,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,1,4,RF,0.9364,0.98359624,0.9373522458628841,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,1,6,LR,0.9418,0.985668,0.9411764705882353,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,1,6,RF,0.9218,0.97645472,0.9233182977054324,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,2,4,LR,0.9292,0.9807176,0.9288299155609168,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,2,4,RF,0.9386,0.98147184,0.9389783343271715,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,2,6,LR,0.9448,0.9846425600000001,0.9441747572815534,15000,5000,0.5,0.5,0.25
demo_human_or_worm,False,False,100000,20000,True,homology@0.9,2,6,RF,0.9238,0.97530608,0.9250442651977179,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,original,-1,4,LR,0.8836,0.95371936,0.8851617995264404,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,original,-1,4,RF,0.859,0.9359252,0.8633456096142663,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,original,-1,6,LR,0.8878,0.9576025600000001,0.8883582089552239,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,original,-1,6,RF,0.8406,0.92726632,0.845092322643343,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,0,4,LR,0.8876,0.95471632,0.8884920634920634,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,0,4,RF,0.8642,0.9409888000000001,0.8671492858540403,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,0,6,LR,0.894,0.960808,0.8942959712804148,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,0,6,RF,0.8472,0.93281568,0.8504306969459671,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,1,4,LR,0.8858,0.95249568,0.8868634832573806,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,1,4,RF,0.8602,0.9396109600000001,0.8629680454812781,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,1,6,LR,0.891,0.9594724800000001,0.890715861239222,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,1,6,RF,0.8562,0.93303464,0.8587703791003732,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,2,4,LR,0.8808,0.9515454400000001,0.8821668643732701,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,2,4,RF,0.8506,0.93298784,0.8552044969955418,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,2,6,LR,0.8864,0.95634336,0.8865814696485623,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,random,2,6,RF,0.8328,0.92264896,0.8376699029126213,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,0,4,LR,0.887,0.95715328,0.8876069226178636,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,0,4,RF,0.8674,0.9412144800000001,0.870583642397033,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,0,6,LR,0.8978,0.9616355199999999,0.8976157082748948,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,0,6,RF,0.8516,0.9331873599999999,0.8558103381267004,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,1,4,LR,0.8848,0.9541239999999999,0.8854415274463007,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,1,4,RF,0.8646,0.94159152,0.8678508686316612,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,1,6,LR,0.8932,0.96064112,0.8936254980079681,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,1,6,RF,0.848,0.9327288,0.8513883457176379,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,2,4,LR,0.8826,0.95212384,0.8828109403074466,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,2,4,RF,0.8618,0.93759048,0.8644832320062757,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,2,6,LR,0.8908,0.9596411200000001,0.8908,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.5,2,6,RF,0.8414,0.92932032,0.845809838615594,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,0,4,LR,0.8788,0.95137056,0.8798095993653312,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,0,4,RF,0.8542,0.9323511200000001,0.858253937390628,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,0,6,LR,0.8822,0.9563534399999999,0.8827860696517413,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,0,6,RF,0.8404,0.9242820799999999,0.8445656408258668,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,1,4,LR,0.882,0.9531342399999998,0.8832145684877276,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,1,4,RF,0.8562,0.9355735199999999,0.8600350399065603,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,1,6,LR,0.8912,0.9596849600000001,0.8910256410256411,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,1,6,RF,0.8394,0.92726064,0.8435612702123515,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,2,4,LR,0.8874,0.9574588800000001,0.8883158103550883,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,2,4,RF,0.869,0.9422619999999999,0.8726919339164237,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,2,6,LR,0.8988,0.9627048,0.8995234312946783,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.7,2,6,RF,0.8486,0.9323682400000001,0.8531522793404461,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,0,4,LR,0.8704,0.94658544,0.872791519434629,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,0,4,RF,0.8456,0.92854016,0.851195065535852,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,0,6,LR,0.8866,0.9550080000000001,0.8870292887029289,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,0,6,RF,0.8286,0.92129408,0.8346517460929963,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,1,4,LR,0.876,0.9482755199999999,0.8782403770620582,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,1,4,RF,0.8564,0.93324016,0.860148032723023,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,1,6,LR,0.8892,0.95525536,0.8893769968051118,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,1,6,RF,0.8436,0.9279903999999999,0.8483320403413499,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,2,4,LR,0.884,0.95339456,0.882875605815832,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,2,4,RF,0.857,0.9339868,0.8586118251928021,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,2,6,LR,0.8914,0.9587070400000002,0.8901921132457027,15000,5000,0.5,0.5,0.25
demo_coding_vs_intergenomic_seqs,False,False,100000,20000,True,homology@0.9,2,6,RF,0.8454,0.92850448,0.8471425746490013,15000,5000,0.5,0.5,0.25
drosophila_enhancers_stark,False,False,6914,6914,False,original,-1,4,LR,0.7005780346820809,0.7614287146246117,0.7144432194046306,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,original,-1,4,RF,0.6878612716763006,0.7546252798289284,0.7103004291845494,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,original,-1,6,LR,0.7179190751445087,0.786945103411407,0.7309812568908489,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,original,-1,6,RF,0.708092485549133,0.7567924087005914,0.7315257841573631,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,0,4,LR,0.684393063583815,0.7276808446657088,0.7022900763358778,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,0,4,RF,0.6728323699421965,0.7306665775669083,0.6979722518676628,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,0,6,LR,0.684393063583815,0.7471589428313676,0.6990077177508269,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,0,6,RF,0.6641618497109827,0.7059834942697717,0.690792974986695,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,1,4,LR,0.6791907514450867,0.7277931103611881,0.6985334057577404,5184,1730,0.5,0.5,0.25021695111368236
