dataset,multiclass,smoke,n_full,n_used,subsampled,split_type,seed,k,model,accuracy,auroc,f1,n_train,n_test,pos_frac_train,pos_frac_test,target_test_frac
drosophila_enhancers_stark,False,False,6914,6914,False,random,1,4,RF,0.6751445086705202,0.7261538975575529,0.7038988408851422,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,1,6,LR,0.6988439306358382,0.7551899495472619,0.7160762942779292,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,1,6,RF,0.6884393063583815,0.7267346052323833,0.7140583554376658,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,2,4,LR,0.6861271676300578,0.7298887366768019,0.7047308319738989,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,2,4,RF,0.6826589595375723,0.7245808413244679,0.7068873465029365,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,2,6,LR,0.6971098265895954,0.7510160713689062,0.7155266015200868,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,random,2,6,RF,0.6710982658959538,0.708197400514551,0.6962092899092365,5184,1730,0.5,0.5,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,0,4,LR,0.7007510109763143,0.7478060046189376,0.7181719260065288,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,0,4,RF,0.7036395147313691,0.7505833744943866,0.7343345416882444,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,0,6,LR,0.7059503177354131,0.7699875849363895,0.7226158038147139,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,0,6,RF,0.6811091854419411,0.7335226741780027,0.704812834224599,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,1,4,LR,0.6670500287521565,0.7157896825396826,0.6912,5175,1739,0.5010628019323672,0.4968372627947096,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,1,4,RF,0.6515238642898218,0.7083492063492063,0.6833855799373041,5175,1739,0.5010628019323672,0.4968372627947096,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,1,6,LR,0.6906267970097757,0.7482526455026455,0.7116827438370846,5175,1739,0.5010628019323672,0.4968372627947096,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,1,6,RF,0.660149511213341,0.6976666666666667,0.6958311888831703,5175,1739,0.5010628019323672,0.4968372627947096,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,2,4,LR,0.7019064124783362,0.7466219012401714,0.7228786251342643,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,2,4,RF,0.682842287694974,0.737865944012068,0.7105956773853452,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,2,6,LR,0.708838821490468,0.7655942543619592,0.728448275862069,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.5,2,6,RF,0.6603119584055459,0.7151443751752126,0.6905263157894737,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,0,4,LR,0.6776429809358753,0.7292666777023672,0.6950819672131148,5183,1731,0.49951765386841596,0.5014442518775274,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,0,4,RF,0.6863084922010398,0.7278816527919432,0.7143608627038401,5183,1731,0.49951765386841596,0.5014442518775274,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,0,6,LR,0.6949740034662045,0.7508116579716027,0.7127312295973884,5183,1731,0.49951765386841596,0.5014442518775274,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,0,6,RF,0.682842287694974,0.7241063752529756,0.7139134966128192,5183,1731,0.49951765386841596,0.5014442518775274,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,1,4,LR,0.6891969959560947,0.753513605878081,0.7047200878155873,5183,1731,0.5002894076789504,0.49913344887348354,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,1,4,RF,0.6886192952050838,0.747123168439489,0.7103707684040839,5183,1731,0.5002894076789504,0.49913344887348354,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,1,6,LR,0.7169266320046216,0.7770542312785681,0.7298787210584344,5183,1731,0.5002894076789504,0.49913344887348354,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,1,6,RF,0.6891969959560947,0.7306084198385236,0.7159450897571278,5183,1731,0.5002894076789504,0.49913344887348354,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,2,4,LR,0.6886192952050838,0.7419314789796604,0.7056253413435282,5183,1731,0.49951765386841596,0.5014442518775274,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,2,4,RF,0.6735990756787984,0.7319239230847274,0.7015319598520866,5183,1731,0.49951765386841596,0.5014442518775274,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,2,6,LR,0.706528018486424,0.7583181592451582,0.7251082251082251,5183,1731,0.49951765386841596,0.5014442518775274,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.7,2,6,RF,0.682842287694974,0.7213122960842843,0.707823310271421,5183,1731,0.49951765386841596,0.5014442518775274,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,0,4,LR,0.6747544771808204,0.7312632660961969,0.7003725385843533,5183,1731,0.4999035307736832,0.5002888503755055,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,0,4,RF,0.6782206816868862,0.7245905031438145,0.7109496626881162,5183,1731,0.4999035307736832,0.5002888503755055,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,0,6,LR,0.7082611207394569,0.7650295692106422,0.7326627845420858,5183,1731,0.4999035307736832,0.5002888503755055,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,0,6,RF,0.6649335644136337,0.6989120132427344,0.6985446985446986,5183,1731,0.4999035307736832,0.5002888503755055,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,1,4,LR,0.6683997689196995,0.7209774526425395,0.6849615806805708,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,1,4,RF,0.6741767764298093,0.724508403529616,0.6977491961414791,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,1,6,LR,0.6943963027151935,0.7481370729818846,0.7123436650353453,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,1,6,RF,0.6678220681686886,0.6964016339825655,0.6962493396724776,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,2,4,LR,0.6759098786828422,0.7287709087025591,0.6985491671144546,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,2,4,RF,0.6683997689196995,0.7204321243108304,0.7038183694530443,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,2,6,LR,0.7007510109763143,0.7462641338156962,0.7215053763440861,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
drosophila_enhancers_stark,False,False,6914,6914,False,homology@0.9,2,6,RF,0.6614673599075679,0.7109826589595375,0.6963730569948187,5183,1731,0.5000964692263168,0.49971114962449453,0.25021695111368236
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,original,-1,4,LR,0.7768595041322314,0.8826582883682808,0.7692307692307693,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,original,-1,4,RF,0.7851239669421488,0.8694419780069668,0.7851239669421488,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,original,-1,6,LR,0.756198347107438,0.8756915511235571,0.74235807860262,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,original,-1,6,RF,0.768595041322314,0.8520592855679258,0.7704918032786885,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,0,4,LR,0.743801652892562,0.8431118093026433,0.7651515151515151,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,0,4,RF,0.7603305785123967,0.8269926917560276,0.7786259541984732,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,0,6,LR,0.7272727272727273,0.8287685267399767,0.736,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,0,6,RF,0.6900826446280992,0.786899801926098,0.7252747252747253,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,1,4,LR,0.7479338842975206,0.8571818864831637,0.7662835249042146,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,1,4,RF,0.7355371900826446,0.8517177788402432,0.7575757575757576,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,1,6,LR,0.7727272727272727,0.8704323475172461,0.7876447876447876,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,1,6,RF,0.7396694214876033,0.8434191653575576,0.7675276752767528,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,2,4,LR,0.768595041322314,0.8708421555904651,0.7647058823529411,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,2,4,RF,0.756198347107438,0.8652414452564716,0.757201646090535,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,2,6,LR,0.7851239669421488,0.8731644013387064,0.7815126050420168,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,random,2,6,RF,0.7603305785123967,0.8570452837920908,0.768,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,0,4,LR,0.7851239669421488,0.8782870022539444,0.7936507936507936,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,0,4,RF,0.7851239669421488,0.8658220066935319,0.7936507936507936,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,0,6,LR,0.7975206611570248,0.8696810327163446,0.8,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,0,6,RF,0.7479338842975206,0.8442729321767639,0.7662835249042146,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,1,4,LR,0.8264462809917356,0.9079980875623249,0.832,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,1,4,RF,0.7851239669421488,0.8886688067754935,0.7868852459016393,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,1,6,LR,0.8223140495867769,0.8992555153336521,0.8185654008438819,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,1,6,RF,0.7933884297520661,0.8736083600846937,0.8015873015873016,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,2,4,LR,0.7933884297520661,0.8672904856225667,0.8062015503875969,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,2,4,RF,0.7851239669421488,0.8608360084693668,0.7952755905511811,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,2,6,LR,0.7603305785123967,0.8655146506386175,0.7622950819672131,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.5,2,6,RF,0.7603305785123967,0.8347448944744211,0.768,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,0,4,LR,0.7768595041322314,0.8722081825011953,0.7874015748031497,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,0,4,RF,0.7727272727272727,0.8707397035721604,0.782608695652174,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,0,6,LR,0.7851239669421488,0.8687248138788334,0.7868852459016393,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,0,6,RF,0.7603305785123967,0.8485759169455639,0.7803030303030303,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,1,4,LR,0.8099173553719008,0.8989823099515061,0.8145161290322581,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,1,4,RF,0.8181818181818182,0.9000409808073219,0.8211382113821138,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,1,6,LR,0.8388429752066116,0.9017143637729664,0.8381742738589212,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,1,6,RF,0.7975206611570248,0.8790041663820778,0.8063241106719368,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,2,4,LR,0.8016528925619835,0.8782870022539444,0.8153846153846154,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,2,4,RF,0.7768595041322314,0.8686565125332969,0.7857142857142857,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,2,6,LR,0.78099173553719,0.8776722901441159,0.7871485943775101,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.7,2,6,RF,0.756198347107438,0.8362816747489926,0.7630522088353414,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,0,4,LR,0.7768595041322314,0.8722081825011953,0.7874015748031497,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,0,4,RF,0.7727272727272727,0.8707397035721604,0.782608695652174,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,0,6,LR,0.7851239669421488,0.8687248138788334,0.7868852459016393,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,0,6,RF,0.7603305785123967,0.8485759169455639,0.7803030303030303,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,1,4,LR,0.8099173553719008,0.8989823099515061,0.8145161290322581,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,1,4,RF,0.8181818181818182,0.9000409808073219,0.8211382113821138,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,1,6,LR,0.8388429752066116,0.9017143637729664,0.8381742738589212,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,1,6,RF,0.7975206611570248,0.8790041663820778,0.8063241106719368,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,2,4,LR,0.8016528925619835,0.8782870022539444,0.8153846153846154,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,2,4,RF,0.7768595041322314,0.8686565125332969,0.7857142857142857,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,2,6,LR,0.78099173553719,0.8776722901441159,0.7871485943775101,968,242,0.5,0.5,0.2
dummy_mouse_enhancers_ensembl,False,True,1210,1210,False,homology@0.9,2,6,RF,0.756198347107438,0.8362816747489926,0.7630522088353414,968,242,0.5,0.5,0.2
human_ensembl_regulatory,True,False,289061,20000,True,original,-1,4,LR,0.5840220385674931,0.7773756976575116,0.5790569307891914,16007,3993,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,original,-1,4,RF,0.6639118457300276,0.8404817291832041,0.6669088568319953,16007,3993,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,original,-1,6,LR,0.5907838717756073,0.7896602158302821,0.5930389518728146,16007,3993,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,original,-1,6,RF,0.5785123966942148,0.7839327234479648,0.567032983421479,16007,3993,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,0,4,LR,0.5903855783675513,0.7833862890629856,0.5870974293526103,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,0,4,RF,0.671256885327992,0.8456655439066906,0.674160078251879,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,0,6,LR,0.6131697546319479,0.7987468585130847,0.6149317406607846,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,0,6,RF,0.586880320480721,0.7878353339909143,0.5748993404268107,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,1,4,LR,0.5871306960440661,0.7788489691487789,0.5834957490593878,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,1,4,RF,0.6727591387080621,0.8410335625072426,0.6755277193936632,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,1,6,LR,0.6094141211817726,0.7921897484014692,0.6116487646526615,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,1,6,RF,0.5796194291437156,0.7804420347687812,0.567243553301681,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,2,4,LR,0.5921382073109664,0.7814740425446294,0.5914346365740075,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,2,4,RF,0.6735102653980971,0.8435145457710975,0.6764031316401177,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,2,6,LR,0.614421632448673,0.8002671929111732,0.6161995286906559,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,random,2,6,RF,0.5828743114672008,0.7856692539172959,0.5707932918126438,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,0,4,LR,0.6015018773466834,0.7836446573798425,0.5982283430478339,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,0,4,RF,0.6723404255319149,0.838794501887992,0.6744163615263478,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,0,6,LR,0.6202753441802252,0.8003799543905958,0.6214741907030094,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,0,6,RF,0.5867334167709637,0.7863825589658827,0.5783636998768534,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,1,4,LR,0.5919899874843555,0.7862635376675978,0.5884583792839645,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,1,4,RF,0.6785982478097622,0.8480962491929009,0.6804266715424597,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,1,6,LR,0.611764705882353,0.8000982976818246,0.6132799191615231,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,1,6,RF,0.5989987484355445,0.7949008655077489,0.5871485233813155,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,2,4,LR,0.5832290362953693,0.778102280874808,0.5794569138116351,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,2,4,RF,0.6613266583229036,0.832029464369007,0.6651084891233795,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,2,6,LR,0.6065081351689612,0.7981908778877456,0.6074585741042008,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.5,2,6,RF,0.5824780976220275,0.7826751145486769,0.5712692897125938,16005,3995,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,0,4,LR,0.599649474211317,0.7876070220957235,0.5956001548687772,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,0,4,RF,0.671757636454682,0.8428979845829386,0.6753205617194055,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,0,6,LR,0.6169253880821232,0.8024814663247444,0.6194085092784277,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,0,6,RF,0.5781171757636455,0.7809320507063164,0.567793325289485,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,1,4,LR,0.5928893340010015,0.7870899677169749,0.5876576536316577,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,1,4,RF,0.6840260390585878,0.8486230414585058,0.6862634551334525,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,1,6,LR,0.6011517275913871,0.7970196227821168,0.6030281475690825,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,1,6,RF,0.5823735603405108,0.7879727595498981,0.5696031849730199,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,2,4,LR,0.5936404606910366,0.7822927321723131,0.5892618797120485,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,2,4,RF,0.6654982473710566,0.8398118439523735,0.6685663771206181,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,2,6,LR,0.6086629944917376,0.8017622081473262,0.6098995810855912,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.7,2,6,RF,0.5893840761141712,0.7899343432013074,0.5802079925497063,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,0,4,LR,0.600400600901352,0.7848867359851367,0.5976601257899993,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,0,4,RF,0.6677516274411618,0.8408983898051292,0.6715417503447826,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,0,6,LR,0.6066599899849775,0.7971689992425278,0.6084260323392986,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,0,6,RF,0.5908863294942414,0.7861210858023546,0.5805812319665891,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,1,4,LR,0.5928893340010015,0.7864984897728045,0.5878065110903378,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,1,4,RF,0.6760140210315473,0.8510007572978373,0.6782630586194603,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,1,6,LR,0.5971457185778668,0.795754859693368,0.5990192991266098,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,1,6,RF,0.5941412118177266,0.7916988546150131,0.5819452966875538,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,2,4,LR,0.5893840761141712,0.7805084419132383,0.584773453086412,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,2,4,RF,0.6649974962443665,0.8390290943081945,0.6681126101253879,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,2,6,LR,0.6109163745618428,0.8004510154460607,0.6125784864390423,16006,3994,,,0.19965
human_ensembl_regulatory,True,False,289061,20000,True,homology@0.9,2,6,RF,0.5846269404106159,0.7881477552559454,0.5736046726527134,16006,3994,,,0.19965
