dataset,scale,n_used,split_type,seed,k,model,accuracy,auroc,f1
drosophila_enhancers_stark,subsample,6914,original,-1,6,LinearSVC,0.6872832369942197,0.7624217314310535,0.6924388857305287
drosophila_enhancers_stark,subsample,6914,original,-1,6,RF,0.7057803468208093,0.7567924087005914,0.7210958904109589
drosophila_enhancers_stark,subsample,6914,original,-1,6,HGB,0.6890173410404624,0.7531611480503858,0.6997767857142857
drosophila_enhancers_stark,subsample,6914,random,0,6,LR,0.684393063583815,0.7471589428313676,0.6990077177508269
drosophila_enhancers_stark,subsample,6914,random,0,6,LinearSVC,0.6763005780346821,0.7358281265662067,0.6843291995490417
drosophila_enhancers_stark,subsample,6914,random,0,6,RF,0.6647398843930635,0.7059834942697717,0.6854663774403471
drosophila_enhancers_stark,subsample,6914,random,0,6,HGB,0.6699421965317919,0.7285976811787898,0.6797532249018509
drosophila_enhancers_stark,subsample,6914,random,1,6,LR,0.6988439306358382,0.7551899495472619,0.7160762942779292
drosophila_enhancers_stark,subsample,6914,random,1,6,LinearSVC,0.6734104046242775,0.7346627017274217,0.6769582618639223
drosophila_enhancers_stark,subsample,6914,random,1,6,RF,0.6872832369942197,0.7267346052323833,0.7061379684953829
drosophila_enhancers_stark,subsample,6914,random,1,6,HGB,0.6739884393063584,0.733618898058739,0.6866666666666666
drosophila_enhancers_stark,subsample,6914,random,2,6,LR,0.6971098265895954,0.7510160713689062,0.7155266015200868
drosophila_enhancers_stark,subsample,6914,random,2,6,LinearSVC,0.6913294797687861,0.7468435296869258,0.7010078387458006
drosophila_enhancers_stark,subsample,6914,random,2,6,RF,0.6676300578034682,0.708197400514551,0.6835443037974683
drosophila_enhancers_stark,subsample,6914,random,2,6,HGB,0.6728323699421965,0.7301747469009991,0.6852057842046718
drosophila_enhancers_stark,subsample,6914,homology@0.7,0,6,LR,0.6949740034662045,0.7508116579716027,0.7127312295973884
drosophila_enhancers_stark,subsample,6914,homology@0.7,0,6,LinearSVC,0.6660889659156557,0.7276059827736274,0.675645342312009
drosophila_enhancers_stark,subsample,6914,homology@0.7,0,6,RF,0.6822645869439631,0.7241063752529756,0.7052518756698821
drosophila_enhancers_stark,subsample,6914,homology@0.7,0,6,HGB,0.6712882726747544,0.7315534706388068,0.6885604816639299
drosophila_enhancers_stark,subsample,6914,homology@0.7,1,6,LR,0.7169266320046216,0.7770542312785681,0.7298787210584344
drosophila_enhancers_stark,subsample,6914,homology@0.7,1,6,LinearSVC,0.6874638937030618,0.7524456405655944,0.6917378917378917
drosophila_enhancers_stark,subsample,6914,homology@0.7,1,6,RF,0.6851530906990179,0.7306084198385236,0.7039652362846279
drosophila_enhancers_stark,subsample,6914,homology@0.7,1,6,HGB,0.683419988445985,0.7531852065444914,0.6935123042505593
drosophila_enhancers_stark,subsample,6914,homology@0.7,2,6,LR,0.706528018486424,0.7583181592451582,0.7251082251082251
drosophila_enhancers_stark,subsample,6914,homology@0.7,2,6,LinearSVC,0.6863084922010398,0.744231621553791,0.6974930362116991
drosophila_enhancers_stark,subsample,6914,homology@0.7,2,6,RF,0.6712882726747544,0.7213122960842843,0.6889010388190268
drosophila_enhancers_stark,subsample,6914,homology@0.7,2,6,HGB,0.6724436741767764,0.7221259565015407,0.6879471656576774
human_nontata_promoters,full,36131,original,-1,4,LR,0.8267655523577596,0.8973607901452637,0.8328527181458935
human_nontata_promoters,full,36131,original,-1,4,LinearSVC,0.8295328758025238,0.8987901388424779,0.8347993992705428
human_nontata_promoters,full,36131,original,-1,4,RF,0.8878680540181536,0.9811423231102572,0.8880539286108963
human_nontata_promoters,full,36131,original,-1,4,HGB,0.8701571839716626,0.9425933513576392,0.871620882127613
human_nontata_promoters,full,36131,random,0,4,LR,0.8274297099845029,0.8977577793106752,0.8324196495754058
human_nontata_promoters,full,36131,random,0,4,LinearSVC,0.8259907017932256,0.899684142438942,0.8303475070148931
human_nontata_promoters,full,36131,random,0,4,RF,0.8869825105158291,0.9821670757823519,0.8870949906004645
human_nontata_promoters,full,36131,random,0,4,HGB,0.8684967899048041,0.9407420689225945,0.8697368421052631
human_nontata_promoters,full,36131,random,1,4,LR,0.83462475094089,0.9053163305200301,0.839974293059126
human_nontata_promoters,full,36131,random,1,4,LinearSVC,0.8384990037635599,0.9064480731799662,0.8430001076078769
human_nontata_promoters,full,36131,random,1,4,RF,0.8929599291565198,0.982815684060443,0.8935373775184411
human_nontata_promoters,full,36131,random,1,4,HGB,0.8752490591100288,0.9454383662836316,0.8776728535764681
human_nontata_promoters,full,36131,random,2,4,LR,0.8295328758025238,0.8980113248358783,0.8334414882111183
human_nontata_promoters,full,36131,random,2,4,LinearSVC,0.8306398051804295,0.8993772995005899,0.8336956521739131
human_nontata_promoters,full,36131,random,2,4,RF,0.8866504317024574,0.9835997092598945,0.8862727676588184
human_nontata_promoters,full,36131,random,2,4,HGB,0.869271640469338,0.9406117644037001,0.8699195946690164
human_nontata_promoters,full,36131,homology@0.7,0,4,LR,0.8234708549939166,0.8933667796061894,0.8297055057618438
human_nontata_promoters,full,36131,homology@0.7,0,4,LinearSVC,0.8223647826567858,0.8941029986750029,0.8282720273738238
human_nontata_promoters,full,36131,homology@0.7,0,4,RF,0.8137374184271652,0.902661360432244,0.8292435611437842
human_nontata_promoters,full,36131,homology@0.7,0,4,HGB,0.8221435681893596,0.9011445666983411,0.8336092715231788
human_nontata_promoters,full,36131,homology@0.7,1,4,LR,0.8107360265633647,0.8794832575468896,0.8183556405353728
human_nontata_promoters,full,36131,homology@0.7,1,4,LinearSVC,0.8064194798007748,0.8796016337396151,0.8136387852956846
human_nontata_promoters,full,36131,homology@0.7,1,4,RF,0.8079690094078583,0.8887727514894066,0.8257857214579777
human_nontata_promoters,full,36131,homology@0.7,1,4,HGB,0.8116214720531267,0.8884867621143242,0.8257575757575758
human_nontata_promoters,full,36131,homology@0.7,2,4,LR,0.8202831232028313,0.8922896419419688,0.8250995587127328
human_nontata_promoters,full,36131,homology@0.7,2,4,LinearSVC,0.8200619332006194,0.8923330764403787,0.8243928764166217
human_nontata_promoters,full,36131,homology@0.7,2,4,RF,0.8076752930767529,0.894850403896464,0.8243611756388244
human_nontata_promoters,full,36131,homology@0.7,2,4,HGB,0.8209466932094669,0.8989737724651509,0.8311607049744499
human_nontata_promoters,full,36131,original,-1,6,LR,0.8701571839716626,0.9381149855877176,0.8747463961558997
human_nontata_promoters,full,36131,original,-1,6,LinearSVC,0.8876466681425725,0.9449576522662392,0.8924902023090774
human_nontata_promoters,full,36131,original,-1,6,RF,0.9283816692495018,0.9938008291971033,0.9306612367377559
human_nontata_promoters,full,36131,original,-1,6,HGB,0.8905246845251273,0.9570199583746708,0.8929306051748404
human_nontata_promoters,full,36131,random,0,6,LR,0.8691609475315475,0.937423749258146,0.8730670103092784
human_nontata_promoters,full,36131,random,0,6,LinearSVC,0.8857648882001329,0.9428669513311634,0.890631623569309
human_nontata_promoters,full,36131,random,0,6,RF,0.9303741421297321,0.9938563246963369,0.9328206771333974
human_nontata_promoters,full,36131,random,0,6,HGB,0.890081912773965,0.9595042896020403,0.8925905895078421
human_nontata_promoters,full,36131,random,1,6,LR,0.8806730130617667,0.9427089361090468,0.8849765258215962
human_nontata_promoters,full,36131,random,1,6,LinearSVC,0.8925171574053575,0.9474230651347243,0.8974765072326047
human_nontata_promoters,full,36131,random,1,6,RF,0.933473544387868,0.994134814793959,0.9358111716330236
human_nontata_promoters,full,36131,random,1,6,HGB,0.8962807172902368,0.9612583129022466,0.8990845449649973
human_nontata_promoters,full,36131,random,2,6,LR,0.8749169802966571,0.939287874443347,0.8780487804878049
human_nontata_promoters,full,36131,random,2,6,LinearSVC,0.8906353774629179,0.9461343445517226,0.8950053134962805
human_nontata_promoters,full,36131,random,2,6,RF,0.9251715740535754,0.9944368417010024,0.9271237602414834
human_nontata_promoters,full,36131,random,2,6,HGB,0.8904139915873367,0.9577605158043623,0.8921803528642998
human_nontata_promoters,full,36131,homology@0.7,0,6,LR,0.8294436456144232,0.9120258648108488,0.8421052631578947
human_nontata_promoters,full,36131,homology@0.7,0,6,LinearSVC,0.808317663975224,0.9032850262509191,0.8312725148476292
human_nontata_promoters,full,36131,homology@0.7,0,6,RF,0.820042030748811,0.9293941257312264,0.8451213707758211
human_nontata_promoters,full,36131,homology@0.7,0,6,HGB,0.8270102864727353,0.9146265475763699,0.8420840064620355
human_nontata_promoters,full,36131,homology@0.7,1,6,LR,0.8180409518539015,0.8976058279212153,0.8323817292006526
human_nontata_promoters,full,36131,homology@0.7,1,6,LinearSVC,0.800885445489762,0.8922166739657911,0.8250510551395507
human_nontata_promoters,full,36131,homology@0.7,1,6,RF,0.811289429994466,0.9178517373002643,0.8391054071907144
human_nontata_promoters,full,36131,homology@0.7,1,6,HGB,0.8205866076369673,0.9050348599861998,0.835914566251645
human_nontata_promoters,full,36131,homology@0.7,2,6,LR,0.8424021234240212,0.9119578773121844,0.8517632372828462
human_nontata_promoters,full,36131,homology@0.7,2,6,LinearSVC,0.809776598097766,0.9024907836037086,0.8313725490196079
human_nontata_promoters,full,36131,homology@0.7,2,6,RF,0.8073435080734351,0.9187482522667779,0.8350691156977845
human_nontata_promoters,full,36131,homology@0.7,2,6,HGB,0.8255916832559168,0.9086784494288339,0.8382729976412676
human_enhancers_ensembl,full,154842,original,-1,4,LR,0.7337100419761059,0.8020309278855693,0.7353762233274507
human_enhancers_ensembl,full,154842,original,-1,4,LinearSVC,0.7428802066515984,0.8138027165768866,0.7449799839871898
human_enhancers_ensembl,full,154842,original,-1,4,RF,0.84972554084598,0.93980015866282,0.8550607287449393
human_enhancers_ensembl,full,154842,original,-1,4,HGB,0.7381659670649016,0.8131116418870262,0.7415458167330677
human_enhancers_ensembl,full,154842,random,0,4,LR,0.7394575395544075,0.8109888818212214,0.7389771293630512
human_enhancers_ensembl,full,154842,random,0,4,LinearSVC,0.7462060058120762,0.8200034155565674,0.7458120432054848
human_enhancers_ensembl,full,154842,random,0,4,RF,0.8536971262512109,0.9434805835096802,0.8589044935073024
human_enhancers_ensembl,full,154842,random,0,4,HGB,0.7488860187278011,0.8233078143159154,0.751509729367032
human_enhancers_ensembl,full,154842,random,1,4,LR,0.7358088472715532,0.8056992564908868,0.7372679982017853
human_enhancers_ensembl,full,154842,random,1,4,LinearSVC,0.7455925088795609,0.8153866590403975,0.7472816499342464
human_enhancers_ensembl,full,154842,random,1,4,RF,0.8498869874071683,0.9402205140037299,0.8554010761718143
human_enhancers_ensembl,full,154842,random,1,4,HGB,0.7389086212463675,0.8157919675826566,0.7422706699815134
human_enhancers_ensembl,full,154842,random,2,4,LR,0.7376493380690992,0.8070429110050462,0.7392574050896955
human_enhancers_ensembl,full,154842,random,2,4,LinearSVC,0.7446884081369067,0.8166307244326668,0.746204461563152
human_enhancers_ensembl,full,154842,random,2,4,RF,0.8489183080400388,0.9413336893463724,0.8542322190722452
human_enhancers_ensembl,full,154842,random,2,4,HGB,0.7444946722634808,0.8193457853793952,0.7484502654417141
human_enhancers_ensembl,full,154842,homology@0.7,0,4,LR,0.7404346001097801,0.8060281229873651,0.7414364285484545
human_enhancers_ensembl,full,154842,homology@0.7,0,4,LinearSVC,0.7487649736850602,0.815542106970848,0.7492830675044305
human_enhancers_ensembl,full,154842,homology@0.7,0,4,RF,0.6915178715572633,0.7893163513644152,0.6358993902439024
human_enhancers_ensembl,full,154842,homology@0.7,0,4,HGB,0.7353007652319912,0.8102192513217789,0.7356677629457664
human_enhancers_ensembl,full,154842,homology@0.7,1,4,LR,0.7379806916147363,0.8072085864306728,0.7391597827135097
human_enhancers_ensembl,full,154842,homology@0.7,1,4,LinearSVC,0.7467953892350909,0.8170913394786312,0.7481533817200848
human_enhancers_ensembl,full,154842,homology@0.7,1,4,RF,0.6899357463433534,0.79040342836378,0.634073848264299
human_enhancers_ensembl,full,154842,homology@0.7,1,4,HGB,0.7366891608278713,0.8115630025918608,0.7368590881223581
human_enhancers_ensembl,full,154842,homology@0.7,2,4,LR,0.736568513496061,0.805538401792703,0.7384516749479083
human_enhancers_ensembl,full,154842,homology@0.7,2,4,LinearSVC,0.7466421283740152,0.8157388516897736,0.7482757514515767
human_enhancers_ensembl,full,154842,homology@0.7,2,4,RF,0.68455379052047,0.7822593705903598,0.6294470150951984
human_enhancers_ensembl,full,154842,homology@0.7,2,4,HGB,0.7332429290972491,0.8080902478863946,0.73526018969495
human_enhancers_ensembl,full,154842,original,-1,6,LR,0.7809493057797869,0.8572588365275633,0.7811895239323958
human_enhancers_ensembl,full,154842,original,-1,6,LinearSVC,0.7980303519535034,0.8745166304554419,0.7985182799162506
human_enhancers_ensembl,full,154842,original,-1,6,RF,0.859573781078463,0.9428419244763726,0.8635179664208379
human_enhancers_ensembl,full,154842,original,-1,6,HGB,0.7636099451081692,0.8406100438423594,0.7632659660468877
human_enhancers_ensembl,full,154842,random,0,6,LR,0.7827575072650953,0.8599724211531381,0.7823921340319555
human_enhancers_ensembl,full,154842,random,0,6,LinearSVC,0.8020665159832095,0.8774694708566803,0.8012965964343598
human_enhancers_ensembl,full,154842,random,0,6,RF,0.8643848886018728,0.9463668726878397,0.8676414975419136
human_enhancers_ensembl,full,154842,random,0,6,HGB,0.7693251533742331,0.8464733387972507,0.7683527885862517
human_enhancers_ensembl,full,154842,random,1,6,LR,0.7810138844042622,0.8583089262484792,0.780985597106504
human_enhancers_ensembl,full,154842,random,1,6,LinearSVC,0.7989667420083952,0.8761278181339155,0.7990835161998193
human_enhancers_ensembl,full,154842,random,1,6,RF,0.8594123345172748,0.9429187286247516,0.8632709458610728
human_enhancers_ensembl,full,154842,random,1,6,HGB,0.7635453664836939,0.8410966522228381,0.7630327152703621
human_enhancers_ensembl,full,154842,random,2,6,LR,0.7791411042944786,0.8570480312120983,0.7795397408625024
human_enhancers_ensembl,full,154842,random,2,6,LinearSVC,0.7990958992573458,0.8758504032097891,0.7997296253379683
human_enhancers_ensembl,full,154842,random,2,6,RF,0.8590571520826606,0.9449852842267491,0.8624893677346187
human_enhancers_ensembl,full,154842,random,2,6,HGB,0.7652889893445269,0.8420039474909264,0.764673508368675
human_enhancers_ensembl,full,154842,homology@0.7,0,6,LR,0.7805689193116141,0.8549071988105723,0.7791642295444207
human_enhancers_ensembl,full,154842,homology@0.7,0,6,LinearSVC,0.7974879726195473,0.8705183543710953,0.7956071172521672
human_enhancers_ensembl,full,154842,homology@0.7,0,6,RF,0.6956507700752317,0.8047274178493009,0.6354424504950495
human_enhancers_ensembl,full,154842,homology@0.7,0,6,HGB,0.7608407865422492,0.8353056357659142,0.757489441115804
human_enhancers_ensembl,full,154842,homology@0.7,1,6,LR,0.7764360207936457,0.8541365143694958,0.7757336270000648
human_enhancers_ensembl,full,154842,homology@0.7,1,6,LinearSVC,0.7935488037196087,0.8702267224502149,0.7921731781837092
human_enhancers_ensembl,full,154842,homology@0.7,1,6,RF,0.6981692551096187,0.8060249180267163,0.6396576979415619
human_enhancers_ensembl,full,154842,homology@0.7,1,6,HGB,0.7574505182267283,0.8341212383500647,0.7534300531740301
human_enhancers_ensembl,full,154842,homology@0.7,2,6,LR,0.7757974945111714,0.8535125487588541,0.7751295336787565
human_enhancers_ensembl,full,154842,homology@0.7,2,6,LinearSVC,0.7946855224073357,0.870081642987677,0.7936260669198065
human_enhancers_ensembl,full,154842,homology@0.7,2,6,RF,0.6931744801756425,0.798442775674688,0.6343734369589473
human_enhancers_ensembl,full,154842,homology@0.7,2,6,HGB,0.7537776055792329,0.834011882192089,0.7515151515151515
